id	fermentation_0_replicate_1.bam	fermentation_0_replicate_2.bam	fermentation_30_replicate_1.bam	fermentation_30_replicate_2.bam
gene-YAL018C	0	0	0	0.857511745986566
gene-YAL017W	1589.77505604535	922.489409886924	82.6595877375223	78.0335688847775
gene-YAL016W	2632.76997194958	2150.1511885097	451.448517643391	526.512212035752
gene-YAL015C	156.415527142715	246.712284039526	108.093307041375	181.792490149152
gene-YAL014C	184.732131194413	248.857608248565	136.70624125821	171.502349197313
gene-YAL013W	306.763210560066	374.359074477368	499.136741338116	458.768784102813
gene-YAL012W	71.4657149876197	125.501466228802	2718.22875059929	2580.25284367358
gene-YAL011W	100.456523897692	108.338872556488	247.978763212567	218.665495226574
gene-YAL010C	124.053693940774	127.646790437842	60.4050833466509	88.3237098366163
gene-YAL009W	75.5109441378624	48.8061257556454	101.734877215412	120.909156184106
gene-YAL008W	949.954645448644	525.068100162383	127.168596519265	89.1812215826029
gene-YAL007C	79.556173288105	272.992505600258	184.394464952934	228.955636178413
gene-tP(UGG)A	0	0	0	0
gene-YAL005C	10152.8509622506	22470.6620965305	934.689184416599	1359.15611738871
gene-YAL003W	3127.63633799592	6387.70283241469	8618.85162909319	8449.92074495162
gene-snR18	12.1356874507279	48.8061257556454	73.1219429985775	44.5906107913014
gene-YAL002W	277.772401649994	166.79895725281	340.175995689034	327.569486966868
gene-YAL001C	461.156123127659	372.750081320588	85.838802650504	96.898827296482
gene-YAR002W	191.474179778151	231.695014576251	887.000960721874	885.809633604123
gene-YAR002C-A	457.785098835791	861.884000981562	327.459136037108	357.582398076398
gene-YAR003W	59.3300275368919	88.4946236228735	130.347811432247	150.922067293636
gene-YAR007C	162.483370868079	456.417725473123	22.2545043908714	43.7330990453149
gene-YAR008W	41.8007012191738	83.6676441525349	44.5090087817428	35.1579815854492
gene-YAR009C	0	0	0	0
gene-YAR010C	0	0	0	0
gene-tA(UGC)A	0	1.07266210451968	0	0.857511745986566
gene-YAR014C	319.573102869168	251.002932457605	887.000960721874	629.41362155414
gene-YAR015W	595.997094802414	884.946236228735	2110.9987022198	1028.15658343789
gene-YAR018C	132.144152241259	170.016943566369	60.4050833466509	87.4661980906298
gene-YAR019C	213.722940104485	237.058325098849	136.70624125821	91.7537568205626
gene-YAR020C	8.76466315885903	3.75431736581888	0	11.1476526978254
gene-YAR023C	109.895391914925	111.020527817787	34.9713640427979	29.1553993635433
gene-tL(CAA)A	0	0	0	0
gene-tS(AGA)A	0	0	0	0
gene-YAR027W	537.341272123896	356.660149752793	63.5842982596326	82.3211276147104
gene-YAR028W	180.012697185797	158.217660416653	44.5090087817428	46.3056342832746
gene-YAR029W	47.8685449445378	33.25252524011	22.2545043908714	24.8678406336104
gene-YAR031W	12.8098923091017	11.2629520974566	6.35842982596326	6.00258222190596
gene-YAR033W	10.1130728756066	6.97230367937791	0	1.71502349197313
gene-YAR035W	5998.40062495144	1457.21146898998	244.799548299585	92.6112685665492
gene-YAR035C-A	9.4388680172328	3.75431736581888	0	0
gene-YAR042W	900.063485928985	458.026718629903	254.33719303853	187.795072371058
gene-YAR050W	105.850162764682	74.0136852118578	19.0752894778898	11.1476526978254
gene-YAR061W	7.41625344211148	9.11762788841727	3.17921491298163	0.857511745986566
gene-YAR064W	1.34840971674754	2.6816552612992	0	3.43004698394627
gene-YAR066W	0.674204858373771	1.07266210451968	0	1.71502349197313
gene-YAR068W	9.4388680172328	54.7057673305036	9.53764473894488	5.1450704759194
gene-YAR071W	37.7554720689312	19.3079178813542	6.35842982596326	17.1502349197313
gene-YBL113C	146.302454267108	123.892473072023	34.9713640427979	35.1579815854492
gene-YBL112C	0	0	0	0
gene-YBL111C	0.674204858373771	0.536331052259839	0	0
gene-YBL108C-A	2.02261457512131	0	0	0
gene-tL(UAA)B1	0.674204858373771	0	0	0.857511745986566
gene-YBL107C	175.967468035554	194.151840918062	130.347811432247	109.76150348628
gene-YBL106C	179.338492327423	109.411534661007	44.5090087817428	63.4558692030059
gene-YBL105C	1363.91642849014	818.977516800775	410.11872377463	360.154933314358
gene-YBL104C	146.976659125482	180.743564611566	174.85682021399	191.225119355004
gene-YBL103C	381.599949839554	200.05148249292	178.036035126971	218.665495226574
gene-YBL102W	546.105935282755	446.763766532446	146.243885997155	209.232866020722
gene-YBL101C	569.028900467463	293.373085586132	136.70624125821	115.764085708186
gene-YBL100W-C	12.1356874507279	7.50863473163775	3.17921491298163	1.71502349197313
gene-YBL100W-A	0	0	0	0
gene-YBL100W-B	13.4840971674754	6.43597262711807	25.433719303853	25.725352379597
gene-tF(GAA)B	0	0.536331052259839	0	0
gene-YBL099W	7060.27327689013	9577.79993125621	902.897035286782	1020.43897772401
gene-YBL098W	91.0176558804591	164.117301991511	82.6595877375223	111.476526978254
gene-YBL097W	19.5519408928394	43.442815233047	19.0752894778898	18.8652584117045
gene-YBL095W	291.930703675843	356.660149752793	877.463315982929	877.234516144257
gene-YBL093C	201.587252653758	149.100032528235	2056.95204869911	1613.83710594672
gene-YBL092W	1337.62243901356	2264.9260336933	13187.3834590478	15422.3487515684
gene-YBL091C-A	72.1399198459935	127.646790437842	38.1505789557795	52.3082165051805
gene-YBL091C	951.303055165391	1216.39882652532	794.803728245407	926.970197411478
gene-YBL090W	230.57806156383	471.971325988659	247.978763212567	234.958218400319
gene-YBL089W	43.1491109359214	43.442815233047	225.724258821696	205.802819036776
gene-YBL088C	383.622564414676	239.739980360148	206.648969343806	256.396012049983
gene-YBL087C	206.980891520748	473.580319145438	4002.63157544387	4431.62070325857
gene-YBL086C	455.762484260669	317.507982937825	184.394464952934	168.929813959354
gene-YBL085W	148.999273700603	191.470185656763	184.394464952934	174.93239618126
gene-YBL084C	362.048008946715	204.878461963259	467.344592208299	320.709392998976
gene-YBL082C	139.560405683371	251.539263509865	305.204631646236	337.859627918707
gene-YBL081W	22.2487603263344	29.4982078742912	737.577859811738	633.701180284073
gene-YBL080C	43.1491109359214	83.6676441525349	19.0752894778898	58.3107987270865
gene-YBL079W	198.890433220263	242.421635621447	635.842982596326	630.271133300126
gene-YBL078C	3253.03844165345	1330.1010096044	228.903473734677	116.621597454173
gene-YBL076C	258.220460757154	511.659823855887	3090.19689541814	2567.39016748378
gene-YBL075C	15953.0353588402	1642.78201307189	956.94368880747	330.142022204828
gene-YBL074C	129.447332807764	52.5604431214642	120.810166693302	81.4636158687238
gene-snR56	2.69681943349508	4.29064841807871	3.17921491298163	6.86009396789253
gene-YBL072C	1295.82173779439	1822.98924663119	5773.45428197464	5806.21203207504
gene-YBL071C-B	4.7194340086164	4.82697947033855	31.7921491298163	31.727934601503
gene-YBL071W-A	218.442374113102	88.4946236228735	680.351991378068	682.579349805307
gene-YBL071C	94.388680172328	47.7334636511257	279.770912342383	321.566904744962
gene-YBL069W	91.0176558804591	102.439230981629	747.115504550683	714.30728440681
gene-YBL068W	192.148384636525	279.428478227376	988.735837937286	999.00118407435
gene-YBL067C	670.833834081902	362.559791327651	289.308557081328	296.699064111352
gene-YBL066C	341.147658337128	440.327793905328	213.007399169769	179.219954911192
gene-YBL064C	7735.15234012228	3846.56630680757	492.778311512152	522.224653305819
gene-YBL063W	47.8685449445378	62.2144020621414	28.6129342168347	41.1605638073552
gene-YBL061C	105.850162764682	99.2212446680703	451.448517643391	459.6262958488
gene-YBL060W	107.19857248143	101.902899929369	158.960745649081	162.927231737448
gene-YBL059C-A	148.32506884223	301.954382422289	44.5090087817428	83.1786393606969
gene-YBL059W	25.6197846182033	54.7057673305036	63.5842982596326	54.0232399971537
gene-YBL058W	1825.74675647617	1398.75138429366	400.581079035685	483.636624736423
gene-YBL057C	114.614825923541	198.9788203884	228.903473734677	305.274181571218
gene-YBL056W	322.944127161036	735.30987264824	629.484552770362	565.100240605147
gene-YBL055C	195.519408928394	149.100032528235	343.355210602016	270.116199985768
gene-YBL054W	204.958276945626	107.266210451968	1271.68596519265	955.268085029035
gene-YBL052C	50.5653643780328	47.7334636511257	123.989381606284	106.331456502334
gene-YBL051C	372.835286680695	468.21700862284	225.724258821696	178.362443165206
gene-YBL050W	1469.09238639645	979.876832478726	530.928890467932	511.93451235398
gene-YBL049W	1554.71640340992	379.722384999966	419.656368513575	254.68098855801
gene-YBL048W	393.061432431909	108.338872556488	101.734877215412	88.3237098366163
gene-YBL047C	1616.7432503803	1228.73444072729	279.770912342383	265.828641255836
gene-YBL046W	142.931429975239	152.854349894054	133.527026345228	124.339203168052
gene-YBL045C	5090.92088558035	5362.23786049387	639.022197509307	648.278879965844
gene-YBL044W	1.34840971674754	0.536331052259839	3.17921491298163	6.00258222190596
gene-YBL043W	69.4431004124984	89.5672857273932	120.810166693302	76.3185453928044
gene-YBL042C	238.668519864315	107.266210451968	2877.18949624837	1959.4143395793
gene-YBL041W	1668.65702447508	1601.48452204788	667.635131726142	774.333106625869
gene-YBL040C	219.116578971476	285.328119802234	270.233267603438	312.13427553911
gene-YBL039W-B	180.686902044171	112.629520974566	9.53764473894488	11.1476526978254
gene-YBL039C	31.0134234851935	79.3769957344562	4317.37385182905	3749.89886519925
gene-YBL038W	292.604908534217	498.787878601651	371.96814481885	383.307750455995
gene-YBL037W	175.293263177181	159.290322521172	82.6595877375223	108.903991740294
gene-YBL036C	366.767442955332	304.099706631329	791.624513332425	886.66714535011
gene-YBL035C	22.2487603263344	79.9133267867161	54.0466535206877	37.7305168234089
gene-YBL034C	79.556173288105	78.3043336299365	66.7635131726142	120.051644438119
gene-YBL033C	412.613373324748	406.538937612958	1246.2522458888	872.946957414325
gene-YBL032W	96.4112947474493	154.999674103094	327.459136037108	322.424416490949
gene-YBL031W	2.69681943349508	13.408276306496	9.53764473894488	26.5828641255836
gene-YBL030C	1599.88812892096	4356.08080645441	1293.94046958352	1271.68991929808
gene-YBL029C-A	1131.31575235119	905.326816214609	238.441118473622	174.074884435273
gene-YBL029W	305.414800843318	219.359400374274	1462.43885997155	1042.73428311966
gene-YBL028C	35.7328574938099	43.9791462853068	1665.90861440237	1686.72560435558
gene-YBL027W	1692.25419451817	2614.07754871446	11340.2595946055	12736.6219631385
gene-YBL026W	418.681217050112	376.504398686407	569.079469423711	506.789441878061
gene-YBL025W	76.8593538546099	53.6331052259839	178.036035126971	160.354696499488
gene-YBL024W	77.5335587129837	155.536005155353	2308.11002682466	1858.22795355289
gene-YBL023C	94.388680172328	175.380254088967	330.638350950089	195.512678084937
gene-YBL022C	546.105935282755	875.828608340317	238.441118473622	241.818312368212
gene-YBL021C	29.6650137684459	75.0863473163775	114.451736867339	114.9065739622
gene-YBL020W	127.424718232643	135.155425169479	244.799548299585	292.411505381419
gene-YBL019W	200.913047795384	195.760834074841	133.527026345228	101.186386026415
gene-YBL018C	17.5293263177181	28.4255457697715	79.4803728245407	80.6061041227372
gene-YBL017C	740.951139352774	697.230367937791	206.648969343806	204.945307290789
gene-YBL016W	28.3166040516984	16.0899315677952	3.17921491298163	4.28755872993283
gene-YBL015W	3426.98329511388	2205.39328689246	263.874837777475	159.497184753501
gene-tI(AAU)B	0	0	0	0
gene-tG(GCC)B	0	0	0	0
gene-YBL014C	86.9724267302165	88.4946236228735	505.495171164079	503.359394894114
gene-YBL013W	13.4840971674754	12.3356142019763	12.7168596519265	13.7201879357851
gene-YBL011W	132.144152241259	140.518735692078	441.910872904446	402.1730088677
gene-YBL010C	24.9455797598295	78.3043336299365	60.4050833466509	72.8884984088581
gene-YBL009W	60.6784372536394	152.854349894054	114.451736867339	112.33403872424
gene-YBL008W-A	0.674204858373771	1.07266210451968	3.17921491298163	0
gene-YBL008W	33.7102429186886	37.5431736581887	98.5556623024305	108.903991740294
gene-YBL007C	1268.85354345944	1032.97360665245	362.430500079906	373.875121250143
gene-YBL006C	283.840245375358	324.480286617203	289.308557081328	286.408923159513
gene-YBL005W	123.3794890824	101.902899929369	155.7815307361	152.637090785609
gene-YBL005W-A	0	0	0	0
gene-YBL005W-B	5.39363886699017	2.6816552612992	3.17921491298163	2.5725352379597
gene-tS(AGA)B	0	0	0	0
gene-YBL004W	190.125770061403	174.843923036708	1459.25964505857	1258.82724310828
gene-YBL003C	71.4657149876197	1685.15216620041	57.2258684336693	1540.94860753786
gene-YBL002W	51.2395692364066	1087.67937398295	216.186614082751	1847.08030085506
gene-YBL001C	1409.08815400118	940.724665663758	155.7815307361	136.344367611864
gene-YBR001C	376.880515830938	240.276311412408	200.290539517843	207.517842528749
gene-YBR002C	62.0268469703869	53.6331052259839	464.165377295318	573.675358065013
gene-YBR003W	49.8911595196591	105.657217295188	63.5842982596326	74.6035219008313
gene-YBR004C	761.177285103988	342.715542394037	327.459136037108	281.263852683594
gene-YBR005W	806.34901061503	493.424568079052	238.441118473622	243.533335860185
gene-YBR006W	558.915827591856	438.718800748549	69.9427280855958	71.173474916885
gene-YBR007C	45.1717255110427	62.2144020621414	171.677605301008	154.352114277582
gene-YBR008C	168.551214593443	152.854349894054	200.290539517843	158.639673007515
gene-YBR009C	280.469221083489	2362.00195415233	406.939508861648	2172.07725258397
gene-YBR010W	560.264237308604	3077.46757786696	2473.42920229971	4089.47351660993
gene-YBR011C	2242.40535895116	3516.18637861551	2479.78763212567	2856.37162588125
gene-YBR012W-A	0	0	0	0
gene-YBR012W-B	4.7194340086164	1.60899315677952	3.17921491298163	2.5725352379597
gene-YBR013C	16.8551214593443	9.65395894067711	73.1219429985775	48.8781695212343
gene-tT(AGU)B	0	0	0	0
gene-YBR014C	235.297495572446	262.802215607321	511.853600990042	477.634042514517
gene-YBR015C	395.08404700703	502.00586491521	788.445298419444	680.864326313334
gene-YBR016W	1196.71362361344	790.015639978743	279.770912342383	295.841552365365
gene-YBR017C	310.134234851935	341.106549237258	1020.5279870671	938.117850109304
gene-YBR018C	16.1809166009705	8.58129683615743	3.17921491298163	6.86009396789253
gene-YBR019C	66.7462809790033	41.8338220762675	34.9713640427979	29.1553993635433
gene-YBR020W	53.9363886699017	26.816552612992	130.347811432247	129.484273643972
gene-YBR021W	88.9950413053378	43.442815233047	1554.63609244802	1472.34766785893
gene-YBR022W	66.0720761206296	79.9133267867161	130.347811432247	114.049062216213
gene-YBR023C	121.356874507279	106.193548347448	543.645750119858	434.758455215189
gene-YBR024W	189.45156520303	277.819485070597	92.1972324764672	70.3159631708984
gene-YBR025C	4123.43691381398	3588.05473961832	4978.65055372923	4871.52422894968
gene-YBR026C	8381.71479930272	4184.45486973127	553.183394858803	330.999533950815
gene-YBR027C	43.1491109359214	12.3356142019763	28.6129342168347	10.2901409518388
gene-YBR028C	22.2487603263344	32.1798631355904	505.495171164079	407.318079343619
gene-YBR029C	788.819684297312	754.617790529594	648.559842248252	576.247893302973
gene-YBR030W	99.1081141809444	122.819810967503	381.505789557795	343.862210140613
gene-YBR031W	617.571650270374	1362.28087273999	3277.77057528406	3213.95402395765
gene-YBR032W	4.7194340086164	3.75431736581888	6.35842982596326	19.722770157691
gene-YBR033W	82.2529927216001	137.837080430779	76.3011579115591	161.212208245474
gene-YBR034C	91.0176558804591	73.477354159598	2244.52572856503	1444.90729198736
gene-YBR035C	1127.27052320095	1069.98044925838	464.165377295318	460.483807594786
gene-snR161	0.674204858373771	1.07266210451968	6.35842982596326	2.5725352379597
gene-TLC1	562.961056742099	754.617790529594	178.036035126971	168.072302213367
gene-YBR036C	2441.29579217143	1725.91332617216	737.577859811738	679.14930282136
gene-YBR037C	44.4975206526689	145.882046214676	54.0466535206877	61.7408457110328
gene-YBR038W	268.333533632761	324.480286617203	28.6129342168347	54.8807517431402
gene-YBR039W	5277.00142649151	5086.02736858006	600.871618553528	651.70892694979
gene-YBR040W	0	0.536331052259839	0	0.857511745986566
gene-YBR041W	99.1081141809444	104.048224138409	181.215250039953	206.660330782762
gene-YBR042C	15.5067117425967	29.4982078742912	98.5556623024305	114.049062216213
gene-YBR043C	601.390733669404	277.819485070597	368.788929905869	349.864792362519
gene-YBR044C	144.954044550361	130.328445699141	117.63095178032	114.9065739622
gene-tV(UAC)B	0	0.536331052259839	0	0
gene-YBR045C	351.934936071109	130.864776751401	44.5090087817428	41.1605638073552
gene-YBR046C	2501.30002456669	1952.78136127807	232.082688647659	272.688735223728
gene-YBR047W	281.817630800236	433.35549022595	79.4803728245407	99.4713625344417
gene-YBR048W	796.235937739424	1202.45421916656	6011.89540044826	6415.90288347149
gene-YBR049C	296.650137684459	376.504398686407	251.157978125549	228.955636178413
gene-YBR050C	3288.77129914726	1474.3740626623	184.394464952934	90.0387333285895
gene-YBR052C	341.821863195502	638.233952189209	34.9713640427979	93.4687803125357
gene-YBR053C	1738.10012488758	1498.50896001399	108.093307041375	112.33403872424
gene-YBR054W	7660.98980570116	2938.55783533166	2524.29664090741	2475.63641066322
gene-YBR055C	74.8367392794886	94.9305962499916	416.477153600593	324.996951728909
gene-tL(UAA)B2	0	0	3.17921491298163	0
gene-YBR056W	2508.04207315043	1725.91332617216	158.960745649081	138.916902849824
gene-tQ(UUG)B	0	0	0	0
gene-YBR056W-A	908.15394422947	426.919517598832	79.4803728245407	82.3211276147104
gene-YBR057C	531.947633256905	349.687846073415	435.552443078483	332.714557442788
gene-YBR058C	903.434510220853	567.43825329091	381.505789557795	365.300003790277
gene-YBR058C-A	384.29676927305	376.504398686407	356.072070253942	309.56174030115
gene-YBR059C	1438.75316776963	901.03616779653	171.677605301008	183.507513641125
gene-YBR060C	91.6918607388329	145.345715162416	305.204631646236	287.2664349055
gene-YBR061C	82.9271975799738	86.3492994138341	941.047614242562	791.483341545601
gene-YBR062C	606.784372536394	509.514499646847	190.752894778898	192.940142846977
gene-YBR063C	82.2529927216001	58.4600846963225	527.74967555495	588.253057746785
gene-YBR065C	125.402103657521	67.0413815324799	432.373228165501	344.7197218866
gene-YBR066C	93.0402704555804	208.632779329077	89.0180175634856	92.6112685665492
gene-YBR067C	21720.1837173694	6612.96187436382	1332.0910485393	589.110569492771
gene-YBR068C	4349.2955413692	1233.56142019763	5458.71200558946	3123.91529062906
gene-YBR069C	287.8854745256	159.826653573432	1023.70720198008	580.535452032905
gene-YBR070C	81.5787878632263	202.196806701959	9.53764473894488	17.1502349197313
gene-YBR071W	709.937715867581	770.171391045129	60.4050833466509	77.176057138791
gene-YBR072W	84394.2673517952	49154.204608562	4590.78633434547	2803.20589763009
gene-YBR072C-A	1.34840971674754	0	0	2.5725352379597
gene-YBR073W	20.2261457512131	31.1072010310707	28.6129342168347	13.7201879357851
gene-YBR074W	113.940621065167	126.037797281062	492.778311512152	418.465732041444
gene-YBR076W	192.822589494899	79.3769957344562	9.53764473894488	13.7201879357851
gene-YBR077C	476.662834870256	346.469859759856	219.365828995732	173.217372689286
gene-YBR078W	2470.2866010815	4538.96969527502	1812.15250039953	1940.5490811676
gene-YBR079C	734.883295627411	970.759204590309	2851.75577694452	2261.25847416658
gene-YBR080C	142.931429975239	268.16552612992	371.96814481885	306.131693317204
gene-YBR081C	357.328574938099	408.147930769738	244.799548299585	270.973711731755
gene-tR(UCU)B	0	0	0	0
gene-tD(GUC)B	0	0	0	0
gene-YBR082C	798.258552314545	2370.58325098849	2260.42180312994	2023.7277205283
gene-YBR083W	255.523641323659	134.08276306496	114.451736867339	86.6086863446432
gene-YBR084W	78.8819684297312	333.59791450562	1402.0337766249	1307.70541262951
gene-YBR084C-A	1874.96371113746	2253.12675054358	8002.08393597476	8864.09891826313
gene-YBR085W	1.34840971674754	3.21798631355904	25.433719303853	13.7201879357851
gene-YBR085C-A	10714.463609276	6883.27272470278	1198.56402219407	971.56080820278
gene-YBR086C	663.417580639791	552.420983827634	343.355210602016	349.864792362519
gene-YBR087W	52.5879789531541	215.605083008455	85.838802650504	121.766667930092
gene-YBR088C	27.6423991933246	240.812642464668	28.6129342168347	65.170892694979
gene-YBR089C-A	687.688955541247	645.206255868587	57.2258684336693	59.1683104730731
gene-YBR090C	26.2939894765771	17.1625936723149	3.17921491298163	3.43004698394627
gene-YBR091C	20.2261457512131	31.1072010310707	82.6595877375223	107.188968248321
gene-YBR092C	50.5653643780328	117.992831497165	60.4050833466509	66.0284044409656
gene-YBR093C	120.682669648905	92.7852720409522	54.0466535206877	30.8704228555164
gene-YBR094W	165.180190301574	141.591397796598	95.3764473894488	90.0387333285895
gene-YBR095C	212.374530387738	255.829911927943	267.054052690457	274.403758715701
gene-YBR096W	34.3844477770623	90.6399478319128	158.960745649081	240.103288876239
gene-YBR097W	196.867818645141	152.854349894054	34.9713640427979	50.5931930132074
gene-YBR098W	82.2529927216001	87.9582925706136	63.5842982596326	55.7382634891268
gene-YBR101C	4383.67998914626	8779.20299444131	616.767693118436	809.491088211319
gene-YBR102C	159.786551434584	172.162267775408	152.602315823118	156.067137769555
gene-YBR103W	314.853668860551	309.999348206187	174.85682021399	167.21479046738
gene-YBR104W	158.438141717836	116.920169392645	387.864219383759	487.06667172037
gene-YBR105C	159.786551434584	149.100032528235	5477.78729506735	3873.38055662132
gene-YBR106W	192.148384636525	756.763114738633	2673.71974181755	2699.44697636571
gene-YBR107C	38.429676927305	39.6884978672281	101.734877215412	121.766667930092
gene-YBR108W	405.197119882636	307.317692944888	162.139960562063	132.914320627918
gene-YBR109C	1962.61034272605	1770.96513456199	871.104886156966	983.565972646591
gene-YBR110W	173.270648602059	234.37666983755	149.423100910137	137.201879357851
gene-YBR111C	902.76030536248	861.884000981562	216.186614082751	258.111035541956
gene-YBR111W-A	147.650863983856	145.882046214676	197.111324604861	182.650001895139
gene-YBR112C	103.827548189561	171.089605670889	384.685004470777	391.025356169874
gene-YBR114W	114.614825923541	82.5949820480153	1223.99774149793	938.117850109304
gene-YBR115C	452.3914599688	375.968067634147	575.437899249675	517.937094575886
gene-YBR117C	1374.70370622412	604.445095896839	193.932109691879	162.927231737448
gene-YBR118W	5610.05862652815	7648.61713627757	9769.72742759254	9587.8388318758
gene-YBR119W	343.844477770623	294.982078742912	397.401864122704	389.310332677901
gene-YBR120C	242.039544156184	272.992505600258	111.272521954357	112.33403872424
gene-YBR121C	1063.22106165544	1937.22776076254	3255.51607089319	2679.72420620802
gene-YBR122C	190.799974919777	502.542195967469	292.48777199431	340.432163156667
gene-YBR123C	221.139193546597	205.951124067778	139.885456171192	138.916902849824
gene-YBR125C	303.392186268197	213.459758799416	114.451736867339	138.916902849824
gene-YBR126C	4111.30122636326	3012.57152054352	314.742276385181	227.24061268644
gene-YBR126W-A	610.829601686637	682.213098474516	276.591697429402	274.403758715701
gene-YBR127C	4807.08064020499	3374.05864976665	2467.07077247374	2316.13922590972
gene-YBR128C	210.351915812617	141.055066744338	12.7168596519265	30.8704228555164
gene-YBR129C	494.192161187974	232.76767668077	203.469754430824	206.660330782762
gene-YBR130C	60.6784372536394	129.255783594621	228.903473734677	294.984040619379
gene-YBR131W	14.832506884223	23.0622352471731	152.602315823118	133.771832373904
gene-YBR132C	431.491109359214	294.982078742912	25.433719303853	33.4429580934761
gene-YBR133C	93.7144753139542	95.4669273022514	209.828184256787	249.535918082091
gene-YBR135W	138.886200824997	162.508308834731	241.620333386604	288.123946651486
gene-YBR136W	101.130728756066	85.2766373093144	73.1219429985775	53.1657282511671
gene-YBR137W	493.517956329601	612.490061680736	63.5842982596326	125.196714914039
gene-YBR138C	206.306686662374	161.971977782471	22.2545043908714	18.0077466657179
gene-YBR139W	2222.85341805832	1272.17725596034	123.989381606284	74.6035219008313
gene-YBR140C	1141.42882522679	644.133593764067	178.036035126971	171.502349197313
gene-YBR141C	45.8459303694164	63.8233952189209	435.552443078483	311.276763793124
gene-YBR142W	126.750513374269	128.719452542361	1417.92985118981	1083.89484692702
gene-YBR143C	679.598497240761	1068.90778715386	4158.41310617997	3592.97421568371
gene-YBR144C	3.37102429186886	0	0	1.71502349197313
